,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
2869, RYAN PATRICK KRAUSE,TX,10881.02,,,,
2870, MONICA DE LA CRUZ,TX,4579577.51,,,TX-15,97
2871, JOSE AIZAR CAVAZOS,TX,6375.52,,,,
2872, SARA LARUE NEWNAM CANADY,TX,18107.34,,,,
2873, EDDIE ZAMORA,TX,0.0,,,,
2874, XAVIER MR. SALINAS,TX,421.95,,,,
2875, TIMMY LEE WESTLEY,TX,0.0,,,,
2876, MAURO EVERETT MR. GARZA,TX,828869.09,,,,
2877, ROBERT BETO O'ROURKE,TX,0.0,,,,
2878, DELIRIS MONTANEZ BERRIOS (DMB),TX,25651.35,,,,
2879, VERONICA ESCOBAR,TX,1272247.66,,,TX-16,97
2880, IRENE ARMENDARIZ-JACKSON,TX,391073.9,,,TX-16,98
2881, BLANCA ORTIZ TROUT,TX,0.0,,,,
2882, SAMUEL LEE JR WILLIAMS,TX,0.0,,,,
2883, BILL FLORES,TX,118482.79,,,,
2884, TRENT GREGORY SUTTON,TX,253.61,,,,
2885, CHARLES TODD KENT,TX,0.0,,,,
2886, PETE SESSIONS,TX,1055810.26,,,TX-17,96
2887, PAULETTE CARSON,TX,36572.67,,,,
2888, ROB ROSENBERGER,TX,90.15,,,,
2889, WILLIAM RALPH PATTERSON,TX,0.0,,,,
2890, JERRY MR. SR. FORD,TX,275052.11,,,,
2891, SHEILA JACKSON LEE,TX,847550.9,,,TX-18,97
2892, CARMEN MONTIEL,TX,119818.61,,,TX-18,80
2893, RANDY HONORABLE NEUGEBAUER,TX,76887.0,,,,
2894, JODEY COOK ARRINGTON,TX,1740690.14,,,TX-19,87
2895, NATHAN ALLEN LEWIS,TX,2481.53,,,TX-19,77
2896, JOAQUIN CASTRO,TX,595810.7,,,TX-20,97
2897, DOMINICK ANDREW SR. DINA,TX,1429.88,,,,
2898, KYLE E MR SINCLAIR,TX,236216.44,,,TX-20,81
2899, WENDY DAVIS,TX,213686.87,,,,
2900, SCOTT WILLIAM STURM,TX,76119.34,,,,
2901, CHERIF GACIS,TX,4639.11,,,,
2902, COY GEE II BRANSCUM,TX,23914.37,,,,
2903, RICARDO VILLARREAL,TX,46235.4,,,,
2904, DAVID LEE JR ANDERSON,TX,4640.86,,,,
2905, CLAUDIA ANDREANA ZAPATA,TX,101740.56,,,TX-21,98
2906, MARY E WILSON,TX,0.0,,,,
2907, MICHAEL ALEXANDER MR. FRENCH,TX,5457.66,,,,
2908, ROBERT DR. LOWRY,TX,43072.93,,,,
2909, BRIAN MATTHEW MCCALL,TX,488.99,,,,
2910, FRANCISCO 'QUICO' CANSECO,TX,0.0,,,,
2911, AUTRY PRUITT,TX,0.0,,,,
2912, SUSAN NARVAIZ,TX,0.0,,,,
2913, WILLIAM W. NEGLEY,TX,519.0,,,,
2914, ROBERT STOVALL,TX,0.0,,,,
2915, RYAN PATRICK KRAUSE,TX,10881.02,,,,
2916, CHIP ROY,TX,1496146.07,,,TX-21,94
2917, NYANZA DAVIS MOORE,TX,0.0,,,,
2918, EUGENE HOWARD,TX,3426.22,,,,
2919, MATTHEW RICHARD MR. BERG,TX,125028.74,,,,
2920, MARK GIBSON,TX,0.0,,,,
2921, SRI PRESTON KULKARNI,TX,21640.52,,,,
2922, GREG HILL,TX,4366.39,,,,
2923, TROY NEHLS,TX,998314.62,,,TX-22,83
2924, FELICIA HARRIS HOSS,TX,247.5,,,,
2925, GREGORY JONATHAN THORNE,TX,11040.18,,,,
2926, PETER G. OLSON,TX,5129.66,,,,
2927, DANNY QUOC MR. CCIM NGUYEN,TX,0.0,,,,
2928, JOHN LIRA,TX,656076.25,,,TX-23,95
2929, GINA ORTIZ JONES,TX,4952.66,,,,
2930, JAY HULINGS,TX,3.46,,,,
2931, WILLIAM HURD,TX,49200.61,,,,
2932, RAUL JR REYES,TX,26757.57,,,,
2933, BENJAMIN VAN WINKLE,TX,749.68,,,,
2934, SHARON BRECKENRIDGE THOMAS,TX,3846.06,,,,
2935, ERNEST ANTHONY TONY II GONZALES,TX,3922993.5,,,,
2936, ALMA G DR. D.D.S. ARREDONDO-LYNCH,TX,48400.85,,,,
2937, ALIA GARCIA-URESTE,TX,159460.72,,,TX-29,62
2938, FRANCISCO JR LOPEZ,TX,32736.09,,,,
2939, CANDACE VALENZUELA,TX,17696.44,,,,
2940, RICHARD L. MR. FLEMING,TX,6.74,,,,
2941, DERRIK GAY,TX,349044.64,,,,
2942, MICHELLE BECKLEY,TX,98419.3,,,TX-15,67
2943, KATHY FRAGNOLI,TX,55326.33,,,,
2944, JAN MCDOWELL,TX,119209.55,,,TX-24,96
2945, WILLIAM CARL FISHER,TX,36.0,,,,
2946, ELIZABETH ANN VAN DUYNE,TX,2603279.92,,,TX-24,74
2947, SUNEETHA CHAPARALA,TX,0.0,,,,
2948, NATHANIEL DEARING WEYMOUTH,TX,4911.32,,,,
2949, JOEL F. DEJEAN,TX,14781.07,,,,
2950, JULIE LYNN OLIVER,TX,17666.8,,,,
2951, ROGER WILLIAMS,TX,1372647.01,,,TX-25,97
2952, SCOTT COLLIER,TX,131095.73,,,,
2953, JASON MROCHEK,TX,861.69,,,,
2954, MICHAEL C. DR. BURGESS,TX,1260507.04,,,TX-26,88
2955, ISAAC SMITH,TX,34443.96,,,,
2956, CRAIG WALKER,TX,0.0,,,,
2957, VINCENT GALLO,TX,15496.45,,,TX-34,67
2958, RAVEN HARRISON,TX,303302.16,,,,
2959, BRIAN JAMES BRAZEAL,TX,14120.0,,,,
2960, VERONICA BIRKENSTOCK,TX,220.56,,,TX-16,65
2961, ANTHONY JAMES TRISTAN,TX,4657.78,,,,
2962, MACLOVIO MR JR PEREZ,TX,4082.97,,,TX-27,72
2963, VICTOR MELGOZA,TX,3296.96,,,,
2964, ANDREW RUBEN ALVAREZ,TX,0.0,,,,
2965, ANDREW JOHN LOUDERBACK,TX,108277.14,,,,
2966, ERIC MIRELES,TX,0.0,,,,
2967, GREGORY PATRICK DEEB,TX,0.0,,,,
2968, MICHAEL CLOUD,TX,1019550.28,,,TX-10,71
2969, CHRIS MAPP,TX,17553.98,,,,
2970, JESSICA CISNEROS,TX,6367938.15,,,,
2971, HENRY CUELLAR,TX,6142165.02,,,TX-28,96
2972, TANNYA BENAVIDES,TX,32999.76,,,,
2973, SANDRA LINN MRS. WHITTEN,TX,65600.55,,,,
2974, STEVEN FOWLER,TX,27993.64,,,,
2975, ED CABRERA,TX,289272.54,,,,
2976, ROLANDO D MR. RODRIGUEZ,TX,11007.05,,,,
2977, WILLIE VASQUEZ NG,TX,175285.59,,,,
2978, ERIC HOHMAN,TX,66136.66,,,,
2979, CASSANDRA GARCIA,TX,3425461.24,,,TX-28,76
2980, RAYMOND E. 'GENE' GREEN,TX,245872.21,,,,
2981, SYLVIA R. GARCIA,TX,804061.76,,,TX-28,62
2982, JULIO GARZA,TX,5226.04,,,,
2983, JAIMY ZOUBOULIKOS-BLANCO,TX,9651.48,,,,
2984, SHENITA LACHE CLEVELAND,TX,9315.0,,,,
2985, HASANI BURTON,TX,15.0,,,,
2986, EDDIE BERNICE JOHNSON,TX,123535.57,,,,
2987, BARBARA LEN MALLORY CARAWAY,TX,34544.86,,,,
2988, JESSICA MASON,TX,290024.13,,,,
2989, ZACHARIAH C. MANNING,TX,9227.62,,,,
2990, JANE HOPE HAMILTON,TX,705217.96,,,,
2991, ABEL MULUGHETA,TX,375477.51,,,,
2992, VONCIEL JONES HILL,TX,35708.92,,,,
2993, JASMINE CROCKETT,TX,789681.98,,,TX-30,97
2994, KEISHA DR. LANKFORD,TX,22840.0,,,,
2995, ROY HAROLD MR. JR WILLIAMS,TX,10993.6,,,,
2996, DEMETRICK TRE DR. PENNIE,TX,128384.05,,,,
2997, KELVIN MR GOODWIN,TX,8687.56,,,,
2998, JAMES BYRON MR. RODGERS,TX,64717.98,,,TX-30,70
2999, JAMES FRANK MR. SR HARRIS,TX,12767.04,,,,
3000, DEBORAH WALKER,TX,12007.73,,,,
3001, JONATHAN DAVID MR. HILDNER,TX,14563.14,,,,
3002, MIKE CLARK,TX,243.17,,,,
3003, CHRISTINE EADY MANN,TX,0.0,,,,
3004, MARY JENNINGS MJ HEGAR,TX,270845.59,,,,
3005, ABHIRAM GARAPATI,TX,10934.12,,,,
3006, MICHAEL HOWARD WILLIAMS,TX,126087.96,,,TX-14,68
3007, JOHN R. REP. CARTER,TX,1070889.87,,,TX-31,71
3008, DERRICK JOHNS,TX,169375.0,,,,
3009, JASON WAYNE HUTSON,TX,3212.84,,,,
3010, COLIN ALLRED,TX,1604125.29,,,TX-32,96
3011, GENEVIEVE D COLLINS,TX,39843.73,,,,
3012, BRAD NAMDAR,TX,103894.8,,,,
3013, GIRIEN RICARDO 2104738228 SALAZAR,TX,0.0,,,,
3014, GARY ALLEN SLAGEL,TX,40750.0,,,,
3015, JUSTIN WEBB,TX,38877.86,,,,
3016, NATHAN DAVIS,TX,30632.47,,,TX-19,72
3017, EJIKE OKPA,TX,8107.64,,,,
3018, ANTONIO SWAD,TX,2375372.5,,,TX-32,96
3019, DARRELL DAY,TX,30262.46,,,,
3020, JASON SIGMON,TX,0.0,,,,
3021, MARC ALLISON VEASEY,TX,1460284.43,,,TX-33,71
3022, THOMAS CARL SANCHEZ,TX,0.0,,,,
3023, ROBERT JAMES MACGLAFLIN,TX,1256.05,,,,
3024, FILEMON VELA,TX,520668.45,,,,
3025, JAIME ALFONSO MR. RODRIGUEZ,TX,21858.41,,,,
3026, ROCHELLE GARZA,TX,207326.86,,,,
3027, BEATRIZ SANDOVAL REYNOSO,TX,5007.19,,,,
3028, LAURA E. DR. CISNEROS,TX,161359.8,,,,
3029, WILLIAM THOMPSON,TX,16845.81,,,,
3030, DANIEL SANCHEZ,TX,224668.45,,,,
3031, VICENTE GONZALEZ,TX,4186697.32,,,TX-34,97
3032, FRANCIS TIMOTHY MR. MCCAFFREY,TX,10264.62,,,,
3033, MAYRA NOHEMI FLORES,TX,4597643.75,,,TX-34,75
3034, PHILIP MR SOTELO,TX,2206.66,,,,
3035, RONALD D MILLS,TX,522.34,,,,
3036, LARRY MARK MR ESQ. POLSKY,TX,0.0,,,,
3037, REY DR. GONZALEZ,TX,910.0,,,TX-34,61
3038, ANDREW OREN DALY,TX,0.0,,,,
3039, EDUARDO R. RODRIGUEZ,TX,533693.37,,,,
3040, GREG CASAR,TX,1594549.04,,,TX-35,95
3041, REBECCA J VIAGRAN,TX,106952.53,,,,
3042, CARLA-JOY SISCO,TX,13463.84,,,,
3043, JAMES SASS SASINOWSKI,TX,20646.31,,,,
3044, ELDON DAN MCQUEEN,TX,28368.24,,,TX-35,76
3045, SUSAN NARVAIZ,TX,0.0,,,,
3046, MARILYN JACKSON,TX,5992.52,,,TX-13,69
3047, ASA PALAGI,TX,0.0,,,,
3048, JENAI ARAGONA,TX,5511.07,,,,
3049, SAMUEL MONTOYA,TX,1400.0,,,,
3050, BILL CONDICT,TX,2661.93,,,,
3051, MARVIN JONATHAN HAIRE,TX,77619.44,,,,
3052, R J BOATMAN,TX,282.92,,,,
3053, BENJAMIN EARL STREUSAND,TX,29448.77,,,,
3054, BRIAN BABIN,TX,901437.7,,,TX-36,96
3055, DONNA IMAM,TX,225477.57,,,,
3056, CHRISTOPHER MICHAEL SCURRY,TX,300.54,,,,
3057, CHRISTOPHER MICHAEL JONES,TX,13390.98,,,,
3058, HASANI BURTON,TX,0.0,,,,
3059, LLOYD DOGGETT,TX,1276924.44,,,TX-37,96
3060, JENNIFER SHARON,TX,12458.5,,,TX-37,69
3061, JEREMIAH DAVID DIACOGIANNIS,TX,14736.16,,,,
3062, CENTRELL MS. REED,TX,25270.28,,,,
3063, DUNCAN FOSTER KLUSSMANN,TX,279107.58,,,TX-38,84
3064, DIANA MARTINEZ ALEXANDER,TX,44941.06,,,,
3065, WESLEY HUNT,TX,3986491.96,,,TX-38,96
3066, BRETT J GUILLORY,TX,25909.3,,,,
3067, ROLAND LOPEZ,TX,29411.17,,,,
3068, JERRY MR. FORD,TX,115591.39,,,,
3069, PHIL COVARRUBIAS,TX,3125.0,,,,
3070, MARK RAMSEY,TX,150438.98,,,TX-33,70
3071, LEMUEL DAVID HOGAN,TX,20058.52,,,,
3072, JOEL F. MR. DEJEAN,TX,14781.07,,,,
3073, DARREN BRUCE MR. PARRY,UT,120.1,,,,
3074, TINA CANNON,UT,169845.93,,,,
3075, KATIE WITT,UT,9734.3,,,,
3076, BOB STEVENSON,UT,1206.48,,,,
3077, BLAKE MOORE,UT,1308809.53,,,UT-1,85
3078, ROBERT BISHOP,UT,29269.81,,,,
3079, ALENA ERICKSEN,UT,7350.0,,,,
3080, ANDREW BADGER,UT,142260.37,,,,
3081, WILLIAM CAMPBELL,UT,275674.07,,,,
3082, JULIE FULLMER,UT,116594.71,,,,
3083, ASHLEY JOLIN,UT,0.0,,,,
3084, JOHN KAEL MR WESTON,UT,123710.89,,,,
3085, NICHOLAS MITCHELL,UT,15619.05,,,UT-2,77
3086, STEVE HARTWICK,UT,788.38,,,,
3087, NICHOLAS MITCHELL,UT,25283.12,,,UT-2,77
3088, SHIREEN SARAH GHORBANI,UT,0.0,,,,
3089, MARY BURKETT,UT,3018.24,,,,
3090, CHRIS STEWART,UT,1022666.2,,,UT-2,96
3091, ERIN CHRISTINE RIDER,UT,296677.77,,,,
3092, MARY BURKETT,UT,3018.24,,,,
3093, PHELAN DOUGLAS ACHESON,UT,22.54,,,,
3094, JAY JAYMAC MCFARLAND,UT,81277.6,,,,
3095, TREY ROBINSON,UT,0.0,,,,
3096, JARED LYLE ANDERSON,UT,641.46,,,,
3097, GLENN WRIGHT,UT,18660.19,,,UT-3,86
3098, JASON PRESTON,UT,105678.02,,,,
3099, TIM AALDERS,UT,747075.52,,,,
3100, CHIA-CHI TENG,UT,0.0,,,,
3101, JOHN CURTIS,UT,1938865.65,,,UT-3,96
3102, CHRISTOPHER NILES HERROD,UT,105226.92,,,,
3103, JAMES DAVID MATHESON,UT,7046.98,,,,
3104, DARLENE MCDONALD,UT,161692.42,,,UT-4,97
3105, BEN MCADAMS,UT,118921.17,,,,
3106, DAN HEMMERT,UT,0.0,,,,
3107, BURGESS OWENS,UT,3495808.84,,,UT-4,96
3108, TRENT MR. CHRISTENSEN,UT,0.0,,,,
3109, JAKE HUNSAKER,UT,186189.22,,,,
3110, NICHOLAS MICHAEL HUEY,UT,15154.31,,,,
3111, JANUARY WALKER,UT,41933.62,,,,
3112, STEWART NAVARRE,VA,265658.11,,,,
3113, HERBERT CARROLL JR JONES,VA,25326.69,,,VA-1,65
3114, ROBERT J MR. WITTMAN,VA,1781073.62,,,VA-1,80
3115, NEIL SMITH,VA,321.41,,,,
3116, DAVID BENJAMIN ASHE,VA,0.0,,,,
3117, SHAUN DENISE BROWN,VA,0.0,,,,
3118, ELAINE LURIA,VA,10553325.75,,,VA-2,86
3119, BENITO BEN JR LOYOLA,VA,0.0,,,,
3120, SCOTT W. MR. TAYLOR,VA,31346.66,,,,
3121, ANDY BAAN,VA,49422.26,,,,
3122, JAROME BELL,VA,552939.26,,,,
3123, JENNIFER KIGGANS,VA,3460199.07,,,VA-2,71
3124, LARRY THOMAS III ALTMAN,VA,266092.34,,,,
3125, CHARLES PATTESON IV CARDWELL,VA,0.0,,,,
3126, ROBERT C SCOTT,VA,827746.76,,,VA-3,74
3127, JOHN WILLIAM MR. JR. COLLICK,VA,2213.63,,,,
3128, THEODORE ENGQUIST,VA,19394.8,,,,
3129, TERRY TOLBERT MR. NAMKUNG,VA,179947.36,,,VA-3,76
3130, ASTON DONALD MCEACHIN,VA,1013141.65,,,VA-4,85
3131, LEON MR. SR. BENJAMIN,VA,350389.28,,,VA-4,67
3132, ANDREW PHILIP HAMILTON,VA,0.0,,,,
3133, BRYANT CAMERON DR. WEBB,VA,40643.57,,,,
3134, JACK LEWIS JR. COMBS,VA,227018.32,,,,
3135, JOSHUA THRONEBURG,VA,837783.3,,,VA-5,89
3136, THOMAS WARREN MCLELLAN,VA,14498.0,,,,
3137, ROGER DEAN RD HUFFSTETLER,VA,3049.8,,,,
3138, ROBERT HURT,VA,50108.98,,,,
3139, ROBERT G. GOOD,VA,1208650.69,,,VA-5,80
3140, DANIEL ROBERT MR. MOY,VA,186353.4,,,,
3141, DENVER LEE MR. III RIGGLEMAN,VA,1003.19,,,,
3142, JENNIFER LEWIS,VA,144212.46,,,VA-10,61
3143, MERRITT HALE,VA,29229.17,,,,
3144, CYNTHIA DUNBAR,VA,30.0,,,,
3145, BENJAMIN LEE CLINE,VA,924532.19,,,VA-6,71
3146, ABIGAIL SPANBERGER,VA,9258164.37,,,VA-7,90
3147, TINA MARIE MRS. RAMIREZ,VA,485918.58,,,,
3148, JASON ALEXANDER ROBERGE,VA,0.0,,,,
3149, NICK J FREITAS,VA,31865.17,,,,
3150, GARY BARVE,VA,10467.89,,,,
3151, JOHN CASTORANI,VA,320782.59,,,,
3152, TAYLOR KEENEY,VA,187053.2,,,,
3153, DERRICK ANDERSON,VA,633470.03,,,,
3154, JOHN MCGUIRE,VA,262010.86,,,,
3155, AMANDA FREEMAN CHASE,VA,11777.0,,,,
3156, GINA RENEE MRS. CIARCIA,VA,88781.27,,,,
3157, YESLI VEGA,VA,3461440.44,,,VA-7,83
3158, DAVID LEWIS ROSS,VA,196535.0,,,,
3159, CRYSTAL LYNN VANUCH,VA,520615.68,,,,
3160, BRYCE REEVES,VA,793697.05,,,,
3161, DAVID ALAN BRAT,VA,30136.08,,,,
3162, JAMES P. JR. MORAN,VA,94010.01,,,,
3163, VICTORIA VIRASINGH,VA,250497.63,,,,
3164, PATRICK ALAN HOPE,VA,0.0,,,,
3165, DONALD STERNOFF HONORABLE JR. BEYER,VA,2165050.15,,,,
3166, MARK HERBERT LEVINE,VA,0.0,,,,
3167, HEERAK CHRISTIAN DR. KIM,VA,15461.25,,,,
3168, KARINA LIPSMAN,VA,284041.8,,,VA-8,88
3169, JEFF JORDAN,VA,12467.93,,,,
3170, KEZIA TUNNELL,VA,30689.86,,,,
3171, MONICA CARPIO,VA,9319.75,,,,
3172, TAYSHA DEVAUGHAN,VA,56124.45,,,VA-9,86
3173, H MORGAN GRIFFITH,VA,614484.57,,,VA-9,94
3174, KIMBERLY LOWE,VA,66762.77,,,,
3175, LINDSEY DAVIS STOVER,VA,0.0,,,,
3176, JENNIFER WEXTON,VA,5682501.56,,,VA-10,88
3177, SHADI AYYAS,VA,7924.43,,,,
3178, ALISCIA ANDREWS,VA,49446.3,,,,
3179, MATTHEW DO MR TRUONG,VA,1599.55,,,,
3180, ADAM GIZINSKI,VA,0.0,,,,
3181, JOHN BEATTY,VA,74687.66,,,,
3182, CLAY PERCLE,VA,64756.34,,,,
3183, JEANINE M. LAWSON,VA,1011676.39,,,VA-10,61
3184, THERESA COATES MS ELLIS,VA,81258.0,,,,
3185, CALEB J MR MAX,VA,236661.21,,,,
3186, JOHN ALLEN HENLEY,VA,54290.38,,,,
3187, HUNG CAO,VA,3155493.66,,,VA-10,94
3188, BRANDON MICHON,VA,306620.43,,,,
3189, BROOKE TAYLOR,VA,28858.44,,,,
3190, DAVID BECKWITH,VA,106628.42,,,,
3191, JEFFREY MICHAEL MAYHUGH,VA,13527.0,,,,
3192, MIKE CLANCY,VA,399376.04,,,,
3193, ROBERT K WASINGER,VA,0.0,,,,
3194, ZAINAB MOHSINI,VA,1432.28,,,,
3195, ALLY DALSIMER,VA,104157.43,,,,
3196, GERALD EDWARD CONNOLLY,VA,1695770.68,,,VA-11,73
3197, PATRICK S HERRITY,VA,0.0,,,,
3198, MANGA ANANTATMULA,VA,92839.06,,,,
3199, MATTHEW LOUIS CHAPPELL,VA,48790.0,,,,
3200, JOSEPH RAY BABB,VA,9098.71,,,,
3201, JAMES MYLES,VA,235273.48,,,VA-11,69
3202, JOSEPH F GALDO,VA,0.0,,,,
3203, STEVAN MICHAEL MR. PORTER,VA,280.23,,,,
3204, JERAMY OLMACK,VA,62.95,,,,
3205, STACEY PLASKETT,VI,928500.12,,,,
3206, KESHA RAM HINSDALE,VT,551678.79,,,,
3207, MOLLY GRAY,VT,1191397.46,,,,
3208, REBECCA 'BECCA' BALINT,VT,1796043.61,,,VT-1,69
3209, SIANAY CHASE CLIFFORD,VT,24916.91,,,,
3210, LOUIS B MEYERS,VT,259462.73,,,,
3211, PETER WELCH,VT,2369755.77,,,,
3212, NATASHA TYNIO,VT,0.0,,,,
3213, LIAM MADDEN,VT,42114.66,,,VT-1,96
3214, ERICKA L MRS. REDIC,VT,29491.08,,,,
3215, JUSTIN TUTHILL,VT,0.0,,,,
3216, SUZAN K DELBENE,WA,3162336.94,,,WA-1,90
3217, DEREK CHARTRAND,WA,3870.54,,,,
3218, VINCENT CAVALERI,WA,179497.73,,,WA-1,89
3219, JEFFREY ALLEN SR. BEELER,WA,3863.37,,,,
3220, RICK LARSEN,WA,1678791.51,,,WA-2,96
3221, JASON CALL,WA,185951.24,,,,
3222, TIMOTHY SCOTT HAZELO,WA,256.2,,,,
3223, DAN MATTHEWS,WA,145529.16,,,WA-2,96
3224, LEIF D JOHNSON,WA,40460.47,,,,
3225, BRENT WILLIAM HENNRICH,WA,96207.53,,,,
3226, LUCY ESTHER JOAN LAUSER,WA,749.19,,,,
3227, MARIE GLUESENKAMP PEREZ,WA,3776215.23,,,WA-3,98
3228, CAROLYN N. LONG,WA,23032.39,,,,
3229, DAVID B CASTILLO,WA,0.0,,,,
3230, JAIME HERRERA BEUTLER,WA,3868124.52,,,,
3231, JOSEPH KENT,WA,3638039.52,,,WA-3,80
3232, WADI YAKHOUR,WA,37136.0,,,,
3233, HEIDI ST. JOHN,WA,1056995.15,,,,
3234, LESLIE LEIGH FRENCH,WA,69555.44,,,,
3235, VICKI CALDWELL KRAFT,WA,73317.97,,,,
3236, DOUG WHITE,WA,752778.95,,,WA-4,95
3237, DOUGLAS E. JR. MCKINLEY,WA,4036.33,,,,
3238, BRADLEY KLIPPERT,WA,42969.0,,,,
3239, JERROD SESSLER,WA,530365.37,,,,
3240, LOREN CULP,WA,349581.75,,,,
3241, COREY GIBSON,WA,188695.26,,,,
3242, DAN NEWHOUSE,WA,2404156.24,,,WA-4,96
3243, ANN MARIE DANIMUS,WA,187597.12,,,,
3244, NATASHA HILL,WA,377499.11,,,WA-5,96
3245, ANN MARIE DANIMUS,WA,187597.12,,,,
3246, THOMAS S FOLEY,WA,22303.91,,,,
3247, LISA BROWN,WA,99122.8,,,,
3248, SEAN R CLYNCH,WA,6887.04,,,,
3249, CATHY MCMORRIS RODGERS,WA,6271143.61,,,WA-5,98
3250, REBECCA ELIZABETH PARSON,WA,192652.0,,,,
3251, DEREK KILMER,WA,4397699.31,,,WA-6,96
3252, ELIZABETH KREISELMAIER,WA,428181.47,,,WA-6,98
3253, AARON HANSEN,WA,174.72,,,,
3254, CHRIS RAYMOND BINNS,WA,4280.31,,,,
3255, BRADY PINERO WALKINSHAW,WA,0.0,,,,
3256, PRAMILA JAYAPAL,WA,2005126.14,,,WA-7,97
3257, PAUL GLUMAZ,WA,17374.03,,,,
3258, CLIFFORD E MOON,WA,21118.12,,,WA-7,77
3259, CRAIG KELLER,WA,112.0,,,,
3260, KIM DR. SCHRIER,WA,11003511.0,,,WA-8,81
3261, JESSE JENSEN,WA,1422.56,,,,
3262, MATT MR LARKIN,WA,2792175.64,,,WA-8,85
3263, REAGAN B DUNN,WA,884606.95,,,,
3264, SCOTT STEPHENSON,WA,309760.53,,,,
3265, JUSTIN GREYWOLF,WA,5661.26,,,,
3266, STEPHANIE D GALLARDO,WA,202439.54,,,,
3267, KRYSTAL MARX,WA,11740.92,,,,
3268, D. ADAM SMITH,WA,1378652.77,,,WA-9,83
3269, SEA CHAN,WA,16278.47,,,,
3270, SETH PEDERSEN,WA,0.0,,,,
3271, DOUGLAS MICHAEL BASLER,WA,141268.27,,,WA-9,65
3272, DENNIS HECK,WA,800519.71,,,,
3273, MARILYN STRICKLAND,WA,1441133.84,,,WA-10,97
3274, PHIL GARDNER,WA,281.2,,,,
3275, RIAN INGRIM,WA,0.0,,,,
3276, DEAN JOHNSON,WA,1047.42,,,,
3277, JACKSON MAYNARD,WA,2650.0,,,,
3278, KEITH ROLAND SWANK,WA,179494.51,,,WA-10,79
3279, DON HEWETT,WA,0.0,,,,
3280, MARTIN V. MCCLENDON,WA,2284.99,,,,
3281, NANCY DAILEY SLOTNICK,WA,911.31,,,,
3282, JOSHUA JERRY RANDAZZA-PADE,WI,0.0,,,,
3283, ROGER POLACK,WI,9796.9,,,,
3284, ANN ROE,WI,814497.12,,,WI-1,93
3285, RANDY BRYCE,WI,19764.76,,,,
3286, NICK POLCE,WI,0.0,,,,
3287, BRYAN GEORGE STEIL,WI,2457229.84,,,WI-1,73
3288, KEVIN ADAM STEEN,WI,1261.3,,,,
3289, MARK POCAN,WI,1002074.85,,,WI-2,95
3290, CHARITY BARRY,WI,77304.82,,,,
3291, ERIK OLSEN,WI,65075.19,,,WI-2,95
3292, DANIEL PETER THERON,WI,17317.72,,,,
3293, MARK ALLEN NEUMANN,WI,70226.65,,,,
3294, BRAD PFAFF,WI,1873293.31,,,WI-3,95
3295, REBECCA COOKE,WI,486145.81,,,,
3296, DEB MCGRATH,WI,738955.79,,,,
3297, RONALD JAMES KIND,WI,843905.01,,,,
3298, JESSI EBBEN,WI,11697.95,,,,
3299, DERRICK F. MR. VAN ORDEN,WI,6248720.31,,,WI-3,81
3300, GWEN S MOORE,WI,1180342.41,,,WI-4,87
3301, JESSICA KATZENMEYER,WI,41332.77,,,,
3302, MIKE VAN SOMEREN,WI,82738.08,,,WI-5,97
3303, TOM PALZEWICZ,WI,0.0,,,,
3304, SCOTT FITZGERALD,WI,778387.41,,,WI-5,97
3305, CLIFFORD JAMES DETEMPLE,WI,42009.05,,,,
3306, F. JAMES JR. SENSENBRENNER,WI,241212.48,,,,
3307, MATTHEW BOOR,WI,0.0,,,,
3308, JESSICA JEANE MS KING,WI,43097.91,,,,
3309, AMY IRENE MS. WASHBURN,WI,7914.96,,,,
3310, DOUGLAS MULLENIX,WI,59762.11,,,,
3311, GLENN S. GROTHMAN,WI,975465.94,,,WI-6,88
3312, TRICIA ZUNKER,WI,6458.75,,,,
3313, RICHARD AUSMAN,WI,88375.19,,,WI-7,82
3314, MARGARET RUTH ENGEBRETSON,WI,0.0,,,,
3315, SEAN DUFFY,WI,244385.87,,,,
3316, TOM TIFFANY,WI,948070.49,,,WI-7,96
3317, DAVID WALTER KUNELIUS,WI,8077.84,,,,
3318, AMANDA STUCK,WI,2139.17,,,,
3319, TOM NELSON,WI,1601478.64,,,,
3320, SHAUN MICHAEL CLARMONT,WI,7481.08,,,,
3321, MICHAEL JOHN GALLAGHER,WI,1313202.99,,,WI-8,70
3322, JACOB JOHN VANDENPLAS,WI,5229.04,,,,
3323, MICHAEL RAYMOND SISCO,WV,5357.16,,,,
3324, SCOTT ALLEN MR FULLER,WV,21788.86,,,,
3325, ZANE RENE LAWHORN,WV,20952.28,,,,
3326, CAROL DEVINE MILLER,WV,1155260.08,,,WV-1,75
3327, BARRY LEE MR. WENDELL,WV,28025.43,,,WV-2,87
3328, JOHN R II UNGER,WV,0.0,,,,
3329, TALLEY SERGENT,WV,0.0,,,,
3330, DAVID B. MR. MCKINLEY,WV,2801325.94,,,,
3331, CARLY BRAUN,WV,20900.96,,,,
3332, SUSAN BUCHSER-LOCHOCKI,WV,26561.14,,,,
3333, MICHAEL SECKMAN,WV,12271.4,,,,
3334, ALEXANDER XAVIER MOONEY,WV,6003215.39,,,WV-2,84
3335, KENNETH RAY REED,WV,0.0,,,,
3336, RILEY MOORE,WV,3022.63,,,,
